"address","total_borrow","count_borrow","avg_borrow_amount","std_borrow_amount","first_borrow_date","token_borrow_mode","borrow_amount_cv","total_repay","count_repay","avg_repay_amount","std_repay_amount","repay_amount_cv","total_deposit","count_deposit","avg_deposit_amount","std_deposit_amount","deposit_amount_cv","total_redeem","count_redeem","avg_redeem_amount","std_redeem_amount","redeem_amount_cv","total_liquidation","count_liquidation","avg_liquidation_amount","std_liquidation_amount","liquidation_amount_cv","days_since_first_borrow","net_outstanding","int_paid","net_deposits","count_repays_to_count_borrows","avg_repay_to_avg_borrow","net_outstanding_to_total_borrowed","net_outstanding_to_total_repaid","count_redeems_to_count_deposits","total_redeemed_to_total_deposits","avg_redeem_to_avg_deposit","net_deposits_to_total_deposits","net_deposits_to_total_redeemed","avg_liquidation_to_avg_borrow","dex_total_sum_added","dex_total_sum_removed","dex_total_sum_swapped","contrib_total","rank","eth_time_diff_between_first_and_last_days","eth_active_months","eth_max_days_delay_between_trx","eth_avg_days_delay_between_trx","eth_avg_minutes_delay_between_trx","eth_coef_activity","eth_total_number_of_transactions","eth_activity_pct_change_7_days","eth_activity_pct_change_14_days","eth_activity_pct_change_30_days","eth_activity_pct_change_60_days","eth_is_activity_increase","eth_count_of_contract","eth_avg_delay_days_between_contract","eth_coef_activity_contract","eth_total_contract_value","eth_avg_contract_value","eth_max_contract_value","eth_min_contract_value","eth_contract_value_pct_change_7_days","eth_contract_value_pct_change_14_days","eth_contract_value_pct_change_30_days","eth_contract_value_pct_change_60_days","eth_is_contract_value_increase","eth_count_of_receive","eth_count_unique_wallets_receive","eth_avg_delay_days_between_receive","eth_coef_activity_receive","eth_total_receive_value","eth_avg_receive_value","eth_max_receive_value","eth_min_receive_value","eth_receive_value_pct_change_7_days","eth_receive_value_pct_change_14_days","eth_receive_value_pct_change_30_days","eth_receive_value_pct_change_60_days","eth_is_receive_value_increase","eth_count_of_sent","eth_count_unique_wallets_send","eth_avg_days_delay_between_sent","eth_coef_activity_send","eth_total_sent_value","eth_avg_sent_value","eth_max_sent_value","eth_min_sent_value","eth_send_value_pct_change_7_days","eth_send_value_pct_change_14_days","eth_send_value_pct_change_30_days","eth_send_value_pct_change_60_days","eth_is_send_value_increase","activity_60_days","liquidated_60_days"
"0x0084f0c2c3b856d9892fec03b36f590318a640a6",16.724074532819532,1,16.724074532819532,0.0,2021-03-20,BNB,0.0,16.21689975321933,1,16.21689975321933,0.0,0.0,47.11082154012479,2,23.555410770062394,1.6280613324537063,0.06911623611008648,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,674,0.5071747796002022,0.0,47.11082154012479,1.0,0.9696739703829401,0.03032602961705989,0.0312744598115629,0.0,0.0,0.0,1.0,47.11082154012479,0.0,0.0,0.0,0.0,0.0,0.0,651.0,8.0,374.0,8.0,827.0,10.74025974025974,77.0,0.1,-1.7,-1.7,-1.7,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,16.0,4.0,42.0,2.625,1.1563903435733904,0.0722743964733369,0.266664,0.0084779591745053,-0.8,-0.8,-0.8,-0.7,false,61.0,18.0,10.0,0.16393442622950818,2.936421472312866,0.04813805692316173,0.565513628420519,0.0,-0.7,-0.9,-0.9,-0.9,false,true,0
"0x00874b4e6bbb3da0510e01c5e12813039d0a23a1",0.0,0,0.0,0.0,2023-03-24,"0",0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,false,,,,,,,,,,,,false,,,,,,,,,,,,,false,,,,,,,,,,,,,false,true,0
"0x0087500a23e9c1d882dd888244840c50756e2447",6.48167350226906,6,1.0802789170448432,0.46984404492005727,2023-01-01,DAI,0.4349284592217527,2.00111196484,1,2.00111196484,0.0,0.0,12.206152778169525,12,1.0171793981807937,0.4573417253023496,0.4496175661051499,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,22,4.480561537429059,0.0,12.206152778169525,0.16666666666666666,1.8524030537540634,0.6912661577076561,2.2390359041140933,0.0,0.0,0.0,1.0,12.206152778169525,0.0,0.0,0.0,0.0,0.0,0.0,391.0,10.0,120.0,3.0,851.0,7.736363636363636,110.0,0.8,0.8,0.6,0.5,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,13.0,8.0,32.0,2.4615384615384617,16.720956709999996,1.2862274392307689,4.899232,0.015,-0.9,-0.9,-0.9,0.5,false,97.0,31.0,3.0,0.030927835051546393,37.677421947810686,0.38842703038980086,4.88,0.0,-1.0,-1.0,-0.8,-0.7,false,true,0
"0x0087fb5367d680170916c350d1b5bba973f60397",1517.1188611505022,11,137.91989646822748,126.57323402350426,2022-03-29,WAVAX,0.9177300539278092,1521.1609080960372,12,126.76340900800311,113.53602603380713,0.8956529878952618,11612.676173782993,176,65.981114623767,118.07928582103192,1.7895921657937357,5498.532273474378,52,105.74100525912264,222.07402192651674,2.100169384453224,0.0,0,0.0,0.0,0.0,300,0.0,4.0420469455350485,6114.143900308615,1.0909090909090908,0.9191089339108192,0.0,0.0,0.29545454545454547,0.4734939811624105,1.602595013165082,0.5265060188375895,1.1119592640756202,0.0,0.0,0.0,0.0,0.0,0.0,140.0,4.0,75.0,1.0,660.0,6.804123711340206,97.0,0.9,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,16.0,2.0,9.0,0.5625,9.590841517935853,0.5994275948709908,6.6684416,0.0140871179358537,7.3,5.5,5.5,5.5,true,81.0,25.0,1.0,0.012345679012345678,28.84312459252043,0.356087957932351,8.107480014071934,0.0,-0.5,-0.6,-0.6,-0.6,false,false,0
"0x00899adda769602c9526043158585099bec8829a",614966.9775408457,160,3843.543609630286,5271.989863853121,2022-01-23,WETH,1.3716482494549447,615452.7583420736,287,2144.434698056006,3961.684868967914,1.8474262110006427,512403.4601391161,245,2091.4426944453717,5422.775499850604,2.5928396289570186,401912.5721813534,88,4567.1883202426525,7576.461706603736,1.6588897096761717,0.0,0,0.0,0.0,0.0,365,0.0,485.78080122789834,110490.8879577627,1.79375,0.557931668235262,0.0,0.0,0.35918367346938773,0.7843674046858218,2.1837501607730267,0.21563259531417825,0.27491274372951524,0.0,0.0,0.0,0.0,0.0,0.0,128.0,2.0,127.0,4.0,1361.0,50.407407407407405,27.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,27.0,12.0,4.0,0.14814814814814814,1.6,0.05925925925925926,1.6,0.0,-1.0,-1.0,-1.0,-1.0,false,true,0
"0x008a34511b9808c41237d7568e409141ab10796b",11811.290991899103,11,1073.753726536282,623.2401963465489,2021-06-15,USDC.e,0.5804312301266688,10928.758601817464,23,475.16341747032453,713.5430778450302,1.501679320440516,27357.27511574989,79,346.294621718353,1034.56624440028,2.987531943946012,20930.114976804434,11,1902.7377251640394,1491.6091502452437,0.7839278795592538,0.0,0,0.0,0.0,0.0,587,882.5323900816384,0.0,6427.160138945455,2.090909090909091,0.4425255118816752,0.07471938424740636,0.0807532147278715,0.13924050632911392,0.7650657782344241,5.494563316410864,0.23493422176557588,0.3070771539510549,0.0,0.0,0.0,0.0,0.0,0.0,601.0,11.0,125.0,17.0,277.0,7.694444444444445,36.0,-4.3,-4.3,-4.3,-4.3,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,5.0,4.0,12.0,2.4,7.069000000000001,1.4138000000000002,4.117,0.02,85.6,85.6,85.6,-1.0,true,31.0,17.0,20.0,0.6451612903225806,7.724827,0.2491879677419355,5.89,0.0,-0.9,-0.9,-0.9,-0.9,false,true,0
"0x008ab31fd10579045aabcce6c08498f78fff1e16",0.0,0,0.0,0.0,2023-03-24,"0",0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,false,,,,,,,,,,,,false,,,,,,,,,,,,,false,,,,,,,,,,,,,false,true,0
"0x008b2bb61a01b4a91f17b4b745331fe545a8f915",16345.134626950954,6,2724.1891044918257,1769.6201650702117,2021-10-04,WAVAX,0.6495951995962187,11536.225732144705,3,3845.408577381568,4284.805576678926,1.1142653610026931,73118.41317598234,15,4874.560878398823,4171.153049655881,0.8556982164567827,23531.429882297052,3,7843.809960765684,5952.879306162695,0.7589270183671809,0.0,0,0.0,0.0,0.0,476,4808.908894806249,0.0,49586.98329368528,0.5,1.41157916351732,0.29421041824134,0.4168528777489709,0.2,0.32182632062407185,1.6091316031203593,0.6781736793759281,2.1072660497775404,0.0,0.0,0.0,0.0,0.0,0.0,569.0,10.0,184.0,15.0,575.0,15.131578947368421,38.0,-16.6,-16.6,-16.6,-16.6,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,8.0,5.0,16.0,2.0,12.181143578305385,1.522642947288173,5.97107237,0.41516,-0.4,-0.4,-0.5,-0.6,false,30.0,16.0,19.0,0.6333333333333333,11.786777663045067,0.3928925887681689,6.0,0.0,-1.0,-1.0,-1.0,-1.0,false,true,0
"0x008c26cbd5d415093749745e49cdfa9a6610982c",0.0,0,0.0,0.0,2023-03-24,"0",0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,false,,,,,,,,,,,,false,,,,,,,,,,,,,false,,,,,,,,,,,,,false,true,0
"0x008d512958e7c98cd7f6335ab3d2df17f3fe8111",0.0,0,0.0,0.0,2023-03-24,"0",0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,42.0,2.0,-1.0,-1.0,-1.0,-1.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,1.0,1.0,-1.0,-1.0,0.0096,0.0096,0.0096,0.0096,-1.0,-1.0,-1.0,-1.0,false,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,true,0
"0x008df9852c1ec7ab9321935c0872e7cb81ca302f",0.0,0,0.0,0.0,2023-03-24,"0",0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,4.0,975.0,243.75,4.0,-1.0,-1.0,-1.0,-1.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,1.0,1.0,-1.0,-1.0,0.02506855,0.02506855,0.02506855,0.02506855,-1.0,-1.0,-1.0,-1.0,false,3.0,3.0,0.0,0.0,0.0006,0.00019999999999999998,0.0006,0.0,-1.0,-1.0,-1.0,-1.0,false,true,0
"0x008e6f88ae8c3dfbcc51b0f5064877b4a322ebd9",12298.55758198762,7,1756.9367974268027,1367.0705360006577,2022-04-10,USDC,0.778098869579634,8946.878783798085,5,1789.3757567596172,660.9934406604117,0.3693989024739027,39226.89742680289,7,5603.84248954327,5192.653843876746,0.9266238038571214,12663.046772464948,2,6331.523386232474,652.7841857814051,0.10310065144840908,0.0,0,0.0,0.0,0.0,288,3351.678798189534,0.0,26563.85065433794,0.7142857142857143,1.018463361562194,0.27252617031271853,0.3746198958522936,0.2857142857142857,0.32281540481487486,1.129853916852062,0.6771845951851251,2.097745600379482,0.0,0.0,0.0,0.0,0.0,0.0,399.0,14.0,37.0,5.0,472.0,6.2105263157894735,76.0,-0.6,-0.2,0.7,0.4,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,4.0,2.0,123.0,30.75,0.9999999999999999,0.24999999999999997,0.5,0.1,-0.7,-0.7,-0.7,-0.7,false,72.0,18.0,5.0,0.06944444444444445,8.450771861176252,0.11737183140522572,3.3,0.0,-1.0,-1.0,-1.0,-1.0,false,true,0
"0x008f686ad0aea445753844f28336d2c8de41af7c",0.0,0,0.0,0.0,2023-03-24,"0",0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,false,,,,,,,,,,,,false,,,,,,,,,,,,,false,,,,,,,,,,,,,false,true,0
"0x008f74665608c1147f858c5a91e310869f87daad",0.0,0,0.0,0.0,2023-03-24,"0",0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,false,,,,,,,,,,,,false,,,,,,,,,,,,,false,,,,,,,,,,,,,false,true,0
"0x00917c372fa5e0c7fe8ecc04ceea2670e18d3786",65382.62528283045,1,65382.62528283045,0.0,2022-08-11,WBTC,0.0,0.0,0,0.0,0.0,0.0,165860.63786999823,2,82930.31893499912,92800.35269959035,1.1190159870520622,17310.56024461545,1,17310.56024461545,0.0,0.0,83195.1148641084,1,83195.1148641084,0.0,0.0,165,65382.62528283045,0.0,148550.07762538278,0.0,0.0,1.0,65382.62528283045,0.5,0.10436810364966455,0.2087362072993291,0.8956318963503355,8.581471398165183,1.2724346032944556,0.0,0.0,0.0,0.0,0.0,1982.0,46.0,190.0,3.0,358.0,0.5859247135842881,611.0,-7.6,-7.6,-7.6,-5.8,false,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,106.0,48.0,18.0,0.16981132075471697,1460.7318371903616,13.780489030097751,67.58315211,0.0,2.8,2.8,2.8,2.8,true,509.0,162.0,3.0,0.005893909626719057,1755.6314124081598,3.4491776275209425,60.0,0.0,-1.0,-1.0,-1.0,0.2,false,true,0
"0x00921f99e116256b348873088c87929935e00c5f",0.0,0,0.0,0.0,2023-03-24,"0",0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,false,,,,,,,,,,,,false,,,,,,,,,,,,,false,,,,,,,,,,,,,false,true,0
"0x0092b0497dadf15b0d3c58036de8f8dc9295b81d",0.0,0,0.0,0.0,2023-03-24,"0",0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,false,,,,,,,,,,,,false,,,,,,,,,,,,,false,,,,,,,,,,,,,false,true,0
"0x0092e3178341613b7d7983839ddc07e934fff399",0.0,0,0.0,0.0,2023-03-24,"0",0.0,0.0,0,0.0,0.0,0.0,0.02696332,2,0.01348166,0.004929566640770768,0.36564982656221623,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-60,0.0,0.0,0.02696332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02696332,0.0,0.0,0.0,0.0,0.0,0.0,341.0,12.0,24.0,0.0,1318.0,3.5240641711229945,374.0,-1.2,-0.2,-3.0,-1.4,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,75.0,9.0,4.0,0.05333333333333334,6.15308335,0.08204111133333333,1.26061,0.0,-0.2,-0.2,-0.2,6.1,false,308.0,97.0,1.0,0.003246753246753247,11.454969159907819,0.03719145831138902,1.19,0.0,-0.8,-0.6,-0.5,2.8,false,true,0
"0x009551a836590fdd291d59d03a07e7d25c7b5b29",19818126.98403847,236,83975.11433914605,168117.127072287,2022-09-19,LINK,2.0019874744477377,20039300.171854515,313,64023.32323276203,156356.60302964784,2.442181928938625,113963.05994600269,165,690.6852117939557,4645.952090744605,6.7265839942879495,0.0,0,0.0,0.0,0.0,626892.5648745272,1,626892.5648745272,0.0,0.0,126,0.0,221173.18781604618,113963.05994600269,1.326271186440678,0.7624082888913288,0.0,0.0,0.0,0.0,0.0,1.0,113963.05994600269,7.465218354365412,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,false,,,,,,,,,,,,false,,,,,,,,,,,,,false,,,,,,,,,,,,,false,true,0
"0x00968222aa836c10c6a724dd8234de3cab3115b7",0.0,0,0.0,0.0,2023-03-24,"0",0.0,0.0,0,0.0,0.0,0.0,1406.99,1,1406.99,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-60,0.0,0.0,1406.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1406.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,false,,,,,,,,,,,,false,,,,,,,,,,,,,false,,,,,,,,,,,,,false,true,0
"0x0096cf6abf1dde010eb0180cfcafd626e5394ee4",0.0,0,0.0,0.0,2023-03-24,"0",0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,false,,,,,,,,,,,,false,,,,,,,,,,,,,false,,,,,,,,,,,,,false,true,0
"0x0096ec053e4443c17dbff764456e291646d70023",10033.51223679077,153,65.57851135157365,172.05069204589367,2021-11-27,DAI.e,2.623583373576611,89.16869144282573,6,14.861448573804289,5.0050084256217815,0.33677796621009876,21396.242581798575,223,95.94727615156312,211.02065880362804,2.1993397547866733,559.9963705859532,9,62.2218189539948,75.10756730574617,1.2070937264190036,9612.628882051107,43,223.54950888490947,520.0841451244283,2.326483058355474,422,9944.343545347943,0.0,20836.246211212623,0.0392156862745098,0.22662070650140897,0.9911129134705329,111.52281573767603,0.04035874439461883,0.026172650101767527,0.6485001080771288,0.9738273498982325,37.20782366751874,3.408883554651551,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,8.333333333333334,3.0,-1.0,-1.0,-1.0,-1.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,1.0,1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,-1.0,-1.0,-1.0,-1.0,false,2.0,1.0,0.0,0.0,0.49,0.245,0.49,0.0,-1.0,-1.0,-1.0,-1.0,false,true,1
"0x009830e2f9ab8f422a1e939346a71a0fe514fa79",25007.924336660246,3,8335.974778886748,2889.752171244186,2022-08-07,DAI,0.34666037840749153,20067.126527040917,2,10033.563263520458,4.626747757162515,0.00046112708273681987,45135.969460595974,5,9027.193892119194,9081.031091200352,1.0059638908529658,22061.10054015642,6,3676.85009002607,4371.425734727736,1.188905075729302,0.0,0,0.0,0.0,0.0,169,4940.797809619329,0.0,23074.868920439552,0.6666666666666666,1.203646067756028,0.19756928816264813,0.24621351756373738,1.2,0.48876983930556583,0.40730819942130486,0.5112301606944342,1.045952756456453,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,false,,,,,,,,,,,,false,,,,,,,,,,,,,false,,,,,,,,,,,,,false,true,0
"0x00987cbce7014389197f9d5468dab5a8facffee0",12202.271473337263,20,610.1135736668632,473.1626756258029,2021-11-28,USDC,0.7755321239323241,6877.827813990835,13,529.063677999295,433.1698079865131,0.8187479617285129,39114.79324398896,81,482.8986820245551,1216.5056714239306,2.5191737246490806,14984.044406619214,26,576.3094002545852,722.9666584420187,1.254476602537886,0.0,0,0.0,0.0,0.0,421,5324.443659346428,0.0,24130.74883736975,0.65,0.8671560523060524,0.43634856600106586,0.7741461117295605,0.32098765432098764,0.3830787066456478,1.1934375091652873,0.6169212933543522,1.6104296131630502,0.0,0.0,0.0,0.0,0.0,0.0,613.0,16.0,75.0,6.0,560.0,5.77319587628866,97.0,0.7,-1.1,-1.1,-1.1,false,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,16.0,12.0,30.0,1.875,1.244441693591372,0.07777760584946075,0.2096,0.0,1.8,1.8,1.8,0.4,true,82.0,23.0,7.0,0.08536585365853659,0.8977784475517943,0.010948517653070661,0.3569,0.0,-1.0,-1.0,-1.0,-1.0,false,true,0
"0x009c07cc41a358176c97b525284d50f4960bc939",12822.926636458322,16,801.4329147786451,1006.0899008728816,2020-02-16,WETH,1.2553638393436368,12465.887232005904,9,1385.0985813339894,1706.1801959020652,1.2318113807169175,12296.731066026472,20,614.8365533013236,551.134629336247,0.8963921002695214,75264.31068689443,13,5789.562360530341,18562.09362063964,3.206130699478172,0.0,0,0.0,0.0,0.0,1072,357.03940445241824,0.0,-62967.57962086796,0.5625,1.7282776334642458,0.02784383117636179,0.028641315119210052,0.65,6.120676323062427,9.416425112403735,-5.120676323062428,-0.8366193624335196,0.0,0.0,0.0,0.0,0.0,0.0,1430.0,47.0,47.0,2.0,354.0,0.554858934169279,638.0,0.1,-3.7,-3.7,-6.3,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,75.0,16.0,16.0,0.21333333333333335,49.25616817800705,0.656748909040094,10.0,0.0,1.6,1.6,0.6,0.7,true,577.0,124.0,2.0,0.0034662045060658577,186.19477069676736,0.3226945765975171,10.0,0.0,-0.7,-0.8,-0.8,-0.8,false,true,0
"0x009c69e8d8602698ecd9b3563e1aa6500c69e9a2",70.05526864573748,1,70.05526864573748,0.0,2022-10-24,DAI,0.0,0.0,0,0.0,0.0,0.0,101.13763502250282,1,101.13763502250282,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,91,70.05526864573748,0.0,101.13763502250282,0.0,0.0,1.0,70.05526864573748,0.0,0.0,0.0,1.0,101.13763502250282,0.0,0.0,0.0,0.0,0.0,0.0,234.0,6.0,80.0,6.0,1279.0,36.542857142857144,35.0,-0.7,-1.2,-0.6,0.3,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,8.0,1.0,25.0,3.125,4.5343,0.5667875,3.05,0.024,-0.1,-0.1,-0.1,-0.1,false,27.0,17.0,9.0,0.3333333333333333,4.6214465282111155,0.1711646862300413,3.01,0.0,-1.0,-1.0,-0.9,-0.5,false,true,0
"0x009c7409286ae658acf441313d55b507acdd13e4",15.231522294475763,2,7.6157611472378814,3.7061333973214756,2022-09-06,USDC,0.48663992024823843,0.0,0,0.0,0.0,0.0,46.64176983478627,3,15.547256611595422,4.499835744432201,0.289429566697712,10.019549578405895,1,10.019549578405895,0.0,0.0,0.0,0,0.0,0.0,0.0,139,15.231522294475763,0.0,36.62222025638037,0.0,0.0,1.0,15.231522294475763,0.3333333333333333,0.21481924064839272,0.6444577219451781,0.7851807593516074,3.655076505166308,0.0,0.0,0.0,0.0,0.0,0.0,200.0,8.0,28.0,1.0,196.0,1.1073446327683616,177.0,-13.3,-13.3,-5.7,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,53.0,23.0,3.0,0.05660377358490566,9.43743181054915,0.17806475114243678,2.658093,0.0,-0.4,-0.1,4.3,2.2,false,125.0,58.0,1.0,0.008,15.412142989123934,0.12329714391299147,2.707870000000009,0.0,-1.0,-1.0,-0.8,13.8,false,true,0
"0x009f8bf2b62f60922ab5fde77e391f1088d21b55",0.0,0,0.0,0.0,2023-03-24,"0",0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,false,,,,,,,,,,,,false,,,,,,,,,,,,,false,,,,,,,,,,,,,false,true,0
"0x00a0847926a77692495774f1c71ba8abef99dd52",794790.7958892484,47,16910.442465728687,15584.665503271934,2021-04-23,WMATIC,0.9216001021177523,804055.0463264225,58,13863.018040110732,15248.175942949423,1.0999174854155804,948032.2434778963,69,13739.597731563716,17173.8789706854,1.2499550064142109,394019.6400011967,18,21889.980000066484,23102.464334779906,1.055389924280869,0.0,0,0.0,0.0,0.0,640,0.0,9264.250437174109,554012.6034766997,1.2340425531914894,0.8197903791226057,0.0,0.0,0.2608695652173913,0.4156183955892882,1.593203849758938,0.5843816044107119,1.4060532705299083,0.0,0.0,0.0,0.0,0.0,0.0,633.0,18.0,78.0,2.0,484.0,1.7794117647058822,272.0,-0.1,-0.1,-1.3,-1.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,9.0,3.0,65.0,7.222222222222222,16.638156952202554,1.8486841058002836,4.9983,0.01,-0.9,-0.9,-0.9,-0.9,false,263.0,124.0,2.0,0.0076045627376425855,60.73814859317643,0.23094353077253396,36.5,0.0,-0.8,-0.8,-0.8,-0.9,false,true,0
"0x00a129a4af93d01f36e49a5cf57e62e3aecf0c69",1214.1010457503714,19,63.90005503949323,153.08587607469238,2022-05-10,USDC,2.395708047200869,1213.9431926875343,10,121.39431926875343,197.7783334466393,1.6292223115381552,2460.706976566616,53,46.428433520124834,187.32284461514934,4.034657868307199,2399.9506492122205,7,342.85009274460293,430.90773733920236,1.2568400780926596,0.0,0,0.0,0.0,0.0,258,0.15785306283714817,0.0,60.75632735439558,0.5263157894736842,1.8997529688155363,0.00013001641287574016,0.00013003331934147524,0.1320754716981132,0.9753094017560888,7.384485470438959,0.02469059824391114,0.025315656959170697,0.0,0.0,0.0,0.0,0.0,0.0,686.0,13.0,159.0,8.0,835.0,10.308641975308642,81.0,0.6,0.6,0.4,0.8,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,false,11.0,7.0,61.0,5.545454545454546,2.393502355956007,0.21759112326872793,1.0,0.004990000000000003,-0.9,-0.9,-0.9,-0.6,false,70.0,37.0,9.0,0.12857142857142856,2.688038868391859,0.038400555262740846,0.77,0.0,-0.9,-0.9,-0.9,-1.0,false,true,0
